sleep_global_duration,sleep_global_minutesAwake,sleep_global_efficiency,daily_hrv_summary_rmssd,daily_hrv_summary_nremhr,daily_hrv_summary_entropy,daily_respiratory_rate_daily_respiratory_rate,daily_spo2_average_value,daily_spo2_lower_bound,daily_spo2_upper_bound,daily_total_steps,deep_sleep_minutes,deep_sleep_count,deep_sleep_30day_avg,light_sleep_minutes,light_sleep_count,light_sleep_30day_avg,rem_sleep_minutes,rem_sleep_count,rem_sleep_30day_avg,wake_count,wake_30day_avg,sleep_stage_transitions,minutes_to_first_deep_sleep,minutes_to_first_rem_sleep,deep_avg_segment_duration_minutes,deep_segment_duration_std,light_avg_segment_duration_minutes,light_segment_duration_std,rem_avg_segment_duration_minutes,rem_segment_duration_std,wake_avg_segment_duration_minutes,wake_segment_duration_std,micro_awakening_total_minutes,micro_awakening_per_hour,micro_awakening_avg_duration_seconds,micro_awakening_max_duration_seconds,deep_sleep_deviation_from_avg,light_sleep_deviation_from_avg,rem_sleep_deviation_from_avg,wake_deviation_from_avg,heart_rate_activity_beats per minute_mean,heart_rate_activity_beats per minute_std,heart_rate_activity_beats per minute_min,heart_rate_activity_beats per minute_max,hrv_details_rmssd_mean,hrv_details_rmssd_std,hrv_details_rmssd_min,hrv_details_rmssd_max,hrv_details_low_frequency_mean,hrv_details_low_frequency_std,hrv_details_high_frequency_mean,hrv_details_high_frequency_std,lf_hf_ratio_hrv_mean,lf_hf_ratio_hrv_std,respiratory_rate_summary_full_sleep_signal_to_noise_mean,respiratory_rate_summary_deep_sleep_breathing_rate_mean,respiratory_rate_summary_light_sleep_breathing_rate_mean,respiratory_rate_summary_light_sleep_signal_to_noise_mean,respiratory_rate_summary_rem_sleep_breathing_rate_mean,respiratory_rate_summary_rem_sleep_signal_to_noise_mean,minute_spo2_value_mean,minute_spo2_value_std,minute_spo2_value_min,activity_level_lightly_active_count,activity_level_moderately_active_count,activity_level_sedentary_count,activity_level_very_active_count,userid,stress_level,sleep_global_type_encoded,sleep_global_mainSleep_encoded,last_sleep_stage_encoded,unified_date,sleep_global_minutesAwake_log,sleep_global_efficiency_log,sleep_stage_transitions_log,hrv_details_rmssd_std_log,hrv_details_rmssd_max_log,activity_level_very_active_count_log,prediction
-0.07833598650892795,-0.024848125121939353,-0.01472760753713682,-0.10532873206904735,-0.5557979223707166,-0.15739562168939863,-0.08609674881377354,-0.3443773464257708,-0.5474905099839968,-0.35690705798580274,-0.43350122745543557,0.005254488758083449,-0.005851297941227458,-0.08037109257255437,0.0326596554260329,-0.007336860121429625,0.028969257890473277,-0.011959537082565617,-0.027236449365119503,-0.27936559990713045,0.02613083991659526,-0.0023819759354242725,-0.008797276765362199,-0.016141550967004637,-0.13998483290557331,0.0634962374011267,0.16987427966832747,0.20088486385318868,0.635778733801942,0.5558587516577127,0.1046451460144976,0.41418385332966734,-0.04857775175492405,0.0010250186261184647,-0.18448098022028125,0.1307197243446876,-0.04682333476014089,-0.004092553761886133,-0.036684726623704825,-0.15081799909917104,-0.049761568190633126,-0.9327708221785319,0.006324857896727238,-0.06577887459654312,-0.22556644806071577,-0.20352530040762284,-0.007866878689917107,-0.2408221782164907,-0.005403584486128976,-0.1685801271160203,-0.015134773177963207,0.037404898669437976,-0.06819416528039317,-0.1774732787687948,-0.12917249119333044,-0.02412887929928716,-0.18422924391538636,-0.5120728140094981,-0.061965643921646066,-0.13312699203037914,0.0703421849098924,-0.28319249155577275,-2.3453068575065306,-0.002586335392813572,-0.28607310699002425,0.6596460345267547,-0.27207451601476323,0.04297682611627623,-4.94780365799254,-8.078954699015593,0.0,-0.002568120584273234,-0.0048474041445187455,0.03975772123376219,0.035847216071597514,-0.026558156056263826,-0.015294099940069354,-0.04685821471935712,0.04424128239544783,0.07383460004076911,16.337071844399045
0.14856934824379892,-0.02582653352059108,-0.005232731373892792,-0.06945686056408251,-0.48481743847940606,-0.13923109413632276,-0.14006932815912243,0.27181109947565446,0.05110795818388981,-0.13578881401631923,-1.3130991815593354,0.23837590829608793,0.01836373485616496,-0.053230374410765446,0.09001593507264963,-0.057783258288459975,0.1250270418371616,0.04470495311037822,-0.020654002680834678,0.0771556039507296,-0.005353367206575724,-0.012873787867804956,-0.03865355154968645,-0.18430081699514314,-0.17408343549523825,0.08336759550095948,-0.19427167909650006,-0.08009000455181421,0.2511754395328117,0.11687711680672816,0.08264420560907437,-0.08263682003184405,-0.08274385032525144,0.1613578991961768,-0.14683502711841784,-0.09257604096729806,0.006873203804455578,0.014312027450032842,0.36194912388377615,0.11177322311999748,-0.08715436963875707,-0.8989949355486522,-0.00775597080329327,-0.06497905087239982,-0.10862272478086511,-0.022210777309775897,-0.06387840891979933,0.11728421632904183,-0.02527387639990773,-0.3982671052491817,-0.01184008541523663,-0.16947008789595583,-0.18279018650032625,-0.05484397526766652,-0.21262868580120145,-0.0261753156579612,-0.47327949047174966,-0.12945226614908376,0.011812963821166618,0.14713840084866436,0.14189548566305898,-0.8802140269591621,0.6980131219079714,0.07899180748906982,-0.34741125865106187,-0.985164648395772,0.343299005609809,-0.38101786604052595,-4.297984561920775,-9.304847109407998,0.0,0.23474873323794268,-0.00600700284539153,-0.22596772964573708,-0.008134058008696836,0.018203685583529125,-0.07012648640996691,-0.04219585682451982,0.02338488507186614,-0.4240634729922687,16.85049213536139
-0.06512981606467705,0.039508591221985315,0.04705726474875615,0.05641264880326994,-0.724360677611073,-0.18360837315603198,-0.43399334404968437,-0.02608740341840166,-0.20467361330139952,0.17173148002527577,0.718485791072929,-0.05655445703844896,0.028049849155599427,-0.04992171329361718,-0.004721866349657703,0.06677835022881447,0.02312150843851954,-0.10967104316037643,-0.0329152691329187,0.15539226221260782,-0.015888503127505862,-0.2773792628534004,0.0035190883546073783,-0.16376428824992748,-0.0797655082403934,-0.08746304407833731,-0.12534566630941704,0.00617154139599185,-0.18083655983684907,-0.06768946972051942,-0.08930006902050508,-0.016991623015591786,0.24965013166195352,0.17481297472551777,-0.050680803183461604,-0.3464534471021544,0.0029536260286674013,-0.03239200359539753,-0.06134310710369154,-0.025684402036897775,0.04932463834809069,0.513502159357932,0.9927860755036346,0.01739637242437861,0.3419407958738072,0.04303059529673031,-0.04356129163625705,-0.20413975219478284,-0.02222048916319116,0.10177617998596253,-0.04412456783220679,0.5023344346234098,-0.04098674891897692,0.8145693229505628,-0.14725078666108204,-0.054853878582211635,-0.6465943156415066,0.035050974292257925,-0.12144456282887134,0.16593315508142253,-0.7410318210076091,0.4797479680555401,0.2705178131994125,-0.0746956180252461,0.044903651924538046,0.7466435905142307,0.06142754995871451,-0.08882370681476164,1.36233128756162,3.114820474790139,0.0,-0.002892970904820735,0.019571651072214247,0.7550223132784789,-0.04579506838040012,0.08048907349088964,0.028330715929993602,-0.005677442573879561,0.18359387728593757,0.3227077575199678,43.22530698222536
-0.024169668611277017,0.09889438080259534,-0.01794231639057207,-0.16021779671126077,-0.651298464187247,0.33766365339928756,-0.05747021490077201,-0.203436013591345,0.193043067955203,0.05045345652754489,0.5746466548508692,-0.05287488191913098,-0.032476819860847286,-0.0778338483657977,-0.14210134311790568,0.04882246257504762,-0.14902221507445781,-0.012618693697109794,-0.003150812714804471,-0.2946744556982765,0.017942243758884886,-0.003646535602542374,-0.034264959617853336,0.07274579369963216,-0.05063782817918741,0.09715036999444543,0.5125406178143195,-0.19056429529744043,-0.2966525334409369,0.010020435477266412,-0.07520916540892131,-0.12036240674653297,-0.05834535653155028,0.07690076070472196,0.17056934149125239,-0.19886837288887685,0.0010887741646777283,0.016351069651888595,0.002533931086459006,-0.10013357396715235,-0.0050154779208419304,-1.2370349414084605,-0.1051429450623769,-0.42257009244052324,-0.0436071053377325,-0.14664725494907477,0.0029629509169231657,-0.6493020962667094,-0.017959420277669724,0.17520400473736988,-0.1409355821699923,0.20351740106039226,-0.15255931540887063,0.40141061317278215,-0.09569740681560972,-0.04437693218790371,-0.11496391449849941,-0.8686074274213851,0.14485045090356632,-0.006144777711859396,0.15095281890221224,0.16923228068749974,-0.3025745387431476,0.04608154056228658,0.0574862476630072,0.9157669292980197,0.07729141149529761,0.30381391240284594,-4.522730137306405,-10.084920807625837,0.0,-0.0025847749796982233,0.014262441105627448,0.3867066533593904,0.08266555689615622,-0.027606495686914246,0.027638595355015057,-0.037194762730801516,-0.05965380760646034,0.49485514371218814,20.07088118015323
-0.20982517809776677,-0.008413025895074769,0.015181024254059153,0.048232991310330924,0.43003142465938915,0.5470709780900798,0.09592961864122358,-0.12689128840079875,0.008535609170250898,-0.004390042034125466,0.6543409531688906,-0.08077489461730182,0.02552037913694076,-0.007479067214550772,0.0159810341131562,-0.011442042884264323,-0.03407878738805814,0.08987693641292088,-0.015166138442471236,0.19083963792270583,-0.07425456251534876,-0.005835965768204835,0.03489503452861705,0.04570455793574545,-0.05019117986475861,0.14159594742189516,-0.09833270484992199,-0.1896654808292576,0.017940880040476604,0.26533159750449353,-0.14539396759639467,-0.1126755852740655,-0.06698424522813747,0.07007105926139716,-0.5827211470518846,-0.36957420908901134,-0.009135069273906903,0.026853210685125962,-0.09269143276615734,-0.1682583090511858,0.05463648612587958,0.10455724424282553,-0.17694310944725924,-0.011030213447917252,-0.011888435465697492,-0.03514003072643421,-0.044881299207938395,0.16355863330128764,-0.04895942653313816,-0.06256200594903935,0.021488586538025198,-0.07722846885722433,-0.204187233062809,0.5092631160222134,-0.15885393608602902,-0.016900831300586082,0.11814052350579832,-0.11743107149630062,-0.3550062668096123,-0.015154350092493324,-0.5909814640984136,0.4552279384781858,0.4397315217300003,-0.13392491827459582,0.029302248250984295,0.4698824596920943,0.0651447211994303,0.24883632777237352,4.799306303935284,-6.787356728234051,0.0,-0.002690067552313536,0.0032099897201500927,0.6114498597849297,0.017874605043656122,-0.04274193808539522,0.04907535307275903,0.03865827197264018,-0.03776092739603656,0.1581804897420042,35.91627830917942
-0.24915399215176964,-0.010497183307951453,-0.02985557734738839,-0.11336316186050648,0.5568062422393677,-0.3476924649371255,0.20622448401793453,-0.27327989626984844,-0.46585590115389314,0.03221426122193202,0.27153249915429983,0.0024551036655794164,-0.0411183219462099,-0.13030970082970497,-0.04970274735843953,-0.041709235164962,0.0663384877800338,-0.0508127282563178,-0.010427030128626424,0.055807395959824,-0.018669192614942376,-0.011468983967134402,0.07613953074326593,-0.03185021090240383,0.2584554255625025,0.2430796355129196,-0.0357162609969264,-0.09880647329587826,0.16576949572285565,-0.11891655724213161,-0.04619046751764167,-0.1592450545193787,-0.05425946143216846,-0.22251648324191278,-0.29014066769506364,0.208822861210374,-0.0023618095320308914,0.012475128543370382,-0.01898086215900914,-0.05775795583994148,-0.03223626004730025,0.550091435422728,-0.27405100941553767,0.2731853045106252,-0.03942145329496046,-0.052945659053955735,-0.02409020444692936,0.13256661363310446,-0.00741642932854293,-0.10747613975478783,0.008485458372993854,-0.07688543680420788,-0.09281133017379699,-0.31538998957056524,-0.006232364021399171,-0.3268958804197676,-0.18892094848776483,-0.21678540995479706,-0.23210953179902138,0.36939494229292114,-0.020505183496221394,0.40280264540881433,0.658281309564807,-0.11460021505159274,0.14423037412314013,0.06698238965681187,0.030204514423206284,-0.4154043591438839,-0.684820607619621,-3.665004238629542,0.0,-0.0027526160441845205,0.08887742017574524,-0.5777965652934449,-0.016335562161809418,-0.020251666500038085,0.035374793147400226,-0.01637297255032838,0.00899810696740085,-0.2876434466194822,30.360399798728277
0.08288744605063429,0.16542115126532775,-0.06176453563941226,-0.195699886380031,-0.6799205285661323,-0.22229496788337041,0.3182031836191313,-0.7853235889097903,0.23168134549434174,0.04321730256323236,0.18266546508021256,0.054074862992112,0.07785636151150305,-0.008681381991256518,0.014542995169210305,0.11211875306043516,0.1270335064150905,-0.28993545796893316,-0.20462834555924497,0.11914627750492204,0.061512000181244725,-0.07021313802501769,0.016295858292375412,0.24168811279385627,-0.487951109510828,-0.07404228410628824,0.1334433350167462,-0.05060441329017327,-0.2698004367342708,0.14583590880740224,-0.04586001629467517,-0.08907806493219096,0.23256247910219088,0.7880157492675917,0.2667019128227398,-0.09764041317698671,0.03420072450328093,-0.23298229481233634,0.0762206085744633,-0.20819008299321923,-0.033936216750331864,-0.5164599064859068,-0.01105840126411451,0.11506099824523111,-0.7720039396925736,-0.2766176290691508,-0.06627728113382837,0.1051166684758402,0.04391858453565386,-0.19642065167243533,0.04580244424324512,-0.1561717114499648,-0.05560605872711008,-0.5191433885115487,0.08682026693525867,0.1916079391350686,0.19635009779788723,0.019543623408738497,-0.289731307196007,-0.0070117399563508105,-2.254170219899807,0.32522637930101184,-1.6902614441425903,0.6518589171400225,0.171328475978702,0.12496075022026674,0.34005603430069586,-0.23876929003799308,2.5149167046847665,35.17259939241892,0.0,-0.0026253207600445746,0.4463292301170705,-0.9473201607256763,0.0728384584151296,-0.03971675996293872,-0.009125001017467608,-0.02439782223602451,0.09461037424585746,-0.3058618248901771,67.98759145837822
-0.045633232991048774,0.011474592588622223,-0.11264723421307864,-0.11552615867618808,0.691211426139966,-0.07870442157627558,0.3645144576724175,0.08437806719572676,0.0882525387290233,0.06585771656521605,-0.2799820174385527,-0.045436701415252564,-0.008041464465033175,0.26764212256983727,0.029042630960821773,-0.01918659812248481,0.010241970156957766,0.023137947195579642,-0.06924514090072985,0.08392894972844511,-0.024474741040242668,0.13743506250087326,-0.008159785680321852,0.02291132115941709,-0.08141106470140974,0.044107087583655134,0.11133357342571927,0.17782276786400134,-0.2588218829445124,-0.07217940664236522,-0.002907216556277148,-0.1211451186071672,-0.042304566438507434,0.11034506347855597,0.41456833909510393,-0.17893953145527083,-0.00526360127842296,-0.0077400002335062034,-0.03448168537561911,-0.013899326866422786,-0.008077294386780351,-0.49036172233547953,0.14373495125013802,0.19526275452605155,-0.12421422651397757,-0.013172594151581177,-0.09120819071753528,0.04474491657058083,-0.032658470384870776,-0.064622866630716,-0.05105077785992003,-0.1438452496401599,-0.2030160057242914,-0.11299691661842137,0.8352063020253023,0.1433848428839096,1.2450824928701136,-0.05463470692999177,-0.2549378103107689,0.0006828731035969127,-0.29112558234328856,0.5790425425497516,0.3703916807614948,0.06365544644383479,2.5915146053030624,-0.7260112672271639,0.08786079793734597,0.0874065679732647,-0.5435731000734282,-18.695323904438073,0.0,-0.014415985635035183,0.02819608880636048,0.34065721555156775,0.0005392552148265001,-0.05317378305536291,0.030087685656672712,-0.18095891618288007,-0.16477398424279605,0.10738277451537441,21.923372976579085
-0.10983775239823372,-0.011903241304436322,-0.12758972497684157,-0.016538919738412317,0.203079757584996,-0.09785342988271646,0.07096267025932375,0.11462767060088619,0.4267193117506091,0.008663253016830817,-0.8115982039551642,-0.029988028208310653,-0.013646463380838664,-0.23483748793095616,0.008200283409019769,0.042497143797537405,-0.03534590652971571,0.015628122936534514,0.10000751846903493,-0.6150674566414746,-0.036357990679958166,5.98539465085429e-06,0.052013977325243224,-0.08205823296816114,0.30551155152306286,0.11510719593772492,-0.0373099349478724,0.005228015499431272,0.26285583253027034,0.0027052112319486624,-0.0642840081366788,0.7728657846389776,0.09448172350081542,-0.3318330072804641,-0.3505330875154043,0.23157691564723035,-0.005688805646015617,-0.034817986639506505,0.005358031062773283,0.1980226480284753,0.005557717779535634,0.4321721252799534,-0.16622261976518257,0.28543100160300483,0.3225029510189911,-0.04175238604575871,-0.039098345315096275,0.19552371178481018,-0.0022636879003594943,-0.03542723967302529,-0.0624693977972005,-0.10198372778442642,-0.14541772706000583,0.8129194029389436,-0.01297466049504894,0.28492758088364123,0.2555646660555194,-0.5019332745012777,0.12810776532572157,0.3010521986438978,0.017569920361984192,0.252781110006866,0.38372239286157944,-0.21326987663172942,0.004110093141403607,-0.8418164112801522,0.01202842883676298,-0.3965592587204035,0.08630379286212467,-0.9159759171652258,0.0,-0.0026312808230123737,0.08458114698394012,0.9450588122160074,0.02272817540149424,-0.2688241440041822,-0.01083144120729811,-0.11055164747876417,0.015283258902976306,-0.05237394229886085,37.14519600337349
0.1602972750939754,0.030302362055620667,0.07538175881121124,0.07795123656359192,0.02108821705763243,-0.13931342168246458,-0.0284394240398375,-0.5457218311942041,0.134344948371189,-0.9098686961741542,0.3037449273812833,-0.06227156645834622,-0.030754724111296164,-0.11266489351783875,0.033714027582256355,-0.008642313660117883,0.07448677419904556,-0.013999434953050137,0.06202409570620108,-0.08695731074599336,0.13753736535180716,0.0024902421100371974,-0.02190251321425988,0.43912148614912033,-0.14393250575214078,0.12482764306885974,0.21069732850113695,-0.08950330447793083,0.09981350840989714,-0.030017842852282452,0.28954992127911605,0.3036104965473084,0.05982891307552594,-2.345616715569412,0.4314929545115611,0.022197848491468775,-0.10261264819521078,0.010438709242448324,0.06411541831005224,-0.2087484286154177,0.010089013618693491,-0.2027909336498401,-0.0486713615781978,0.11858307817587141,0.07874187103158102,0.3008452378104233,-0.1205143922986061,0.12746844637364468,-0.01035835390521255,-0.3128739362328329,-0.04568830356343695,-0.08358997601121525,-0.1636113198641226,-0.35205538795422625,0.08412633863132242,-0.042736474875643166,-0.004354706902273315,-0.05947527087205065,-0.0722209706132067,-0.22455462813071,-0.5888075018966581,-1.4766003802142615,0.5239751711252733,0.11643328523890414,0.08679267923050903,0.3332181351227058,-0.11663665953258996,-0.11835861666186538,-2.1513198810539182,23.417730099667295,0.0,-0.002768050551868283,0.0312701141290822,1.252168594702776,-0.211869644756017,0.017374289787415842,0.00034413158303378733,0.003042582607699958,-0.05203585057279453,-0.09958478472809984,54.4594333661201
